Rank,Company_Name,Year,Industry,Env_Sector,Financial_Sector,Country,Legal_Origin,GDP_Per_Capita,LN_GDP_Per_Capita,GDP,LN_GDP,Environmental_Performance_Index,Social_Progress_Index,Governance_Index,Sustainable_Competitiveness_Index,Institutions,Security,Security_1_Organized_Crime,Security_2_Homicide_Rate,Secuirt_3_Terrorism_Incidence,Security_4_Reliability_Policy_Services,Social_Capital,Checks_Balances,Check_Balance_1_Budget_Transparency,Check_Balance_2_Judicial_Independence,Check_Balance_3_Efficiency_Legal_Framework,Check_Balance_4_Freedom_Press,Public_Sector_Performance,Public_Sector_Performance_1_Burden_Government_Regulation,Public_Sector_Performance_2_Efficiency_Legal_Framework,Public_Sector_Performance_3_EParticipation,Transparency_Corruption,Property_Rights,Property_Rights_1_Property_Rigths,Property_Rights_2_Intellectual_Property_Protection,Property_Rights_3_Quality_Land_Administration,Corporate_Governance,CG_1_Strength_Auditing_Accounting_Standards,CG_2_Conflict_Interest_Regulation,CG_3_Shareholder_Governance,Future_Orientation_Government,FOG_1_Government_Ensuring_Policy_Stability,FOG_2_Government_Responsiveness_Change,FOG_3_Adaptability_Digital_Business_Models,FOG_4_Government_Long_Term_Vision,FOG_5_Energy_Efficiency_Regulation,FOG_6_Renewable_Energy_Regulation,FOG_7_Environment_Treaties,Number_of_Employees,LN_N_Employees,Revenues,Profits,Assets,LN_Assets,ROA,SR_1,GRI,IR,Environment_SP,Social_SP,Governance_SP,ESG
309,Bharat Petroleum,2020,Energy,High Risk,Non-Financial,India,Common-Law (Shareholder-Oriented),1927.7,7.564082861,2500132.19,14.73185416,27.6,58.81,45.85,40.9,56.8,56.8,55,90.8,26.3,53.4,46.8,51.9,48,54.8,50.3,54.3,66.4,51.8,51.8,95.5,41,47.8,56.9,57.4,29,74.2,62.5,73,87,69.7,58.6,55.9,58.9,60,66.4,87.3,89.7,12171,9.406811352,40410,430.9,19952,9.901084668,0.021596832,1,1,0,9,25,8,14
310,Intesa Sanpaolo,2020,Financials,Low Risk,Financial,Italy,Code Law (Stakeholder-Oriented),31714.2,10.36451981,1744731.95,14.37211149,71,86.56,66.58,51.7,58.6,77,45.1,99.3,99.3,64.1,55.1,55.6,73,50.4,24.1,75,45.3,17.6,22.8,95.5,52,68.3,56.3,60.2,88.3,58.1,57.2,57,60,57.1,31,28,36.1,20.6,89.2,84.1,82.8,89102,11.39753706,40359,4680.7,915993,13.727764,0.005109974,0,0,0,92,82,82,83
311,Daiwa House Industry,2020,Engineering & Construction,High Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559,4380756.53,15.29273199,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,47133,10.76072867,40288,2148.6,42818,10.66471385,0.050179831,1,1,0,71,52,43,57
312,Edeka Zentrale,2020,Wholesalers,Low Risk,Non-Financial,Germany,Code Law (Stakeholder-Oriented),46208.4,10.74091688,3434435.99,15.04936328,77.2,90.32,80.22,56.6,72.4,80.9,60.1,98.3,96.8,68.3,61.6,71.2,69,66.9,63.6,85.4,71,56.9,63.9,92.1,80,72,71.8,70.9,73.3,63.3,73,50,67,79,71,60,67.3,59,84.5,96.6,100,381000,12.85055465,39824,380.8,8844,9.087494542,0.04305744,1,1,0, , , , 
313,Fresenius,2020,Health Care,Low Risk,Non-Financial,Germany,Code Law (Stakeholder-Oriented),46208.4,10.74091688,3434435.99,15.04936328,77.2,90.32,80.22,56.6,72.4,80.9,60.1,98.3,96.8,68.3,61.6,71.2,69,66.9,63.6,85.4,71,56.9,63.9,92.1,80,72,71.8,70.9,73.3,63.3,73,50,67,79,71,60,67.3,59,84.5,96.6,100,294134,12.59179072,39632,2107.6,75208,11.22801289,0.028023615,0,0,0,75,62,67,65
314,Oracle,2020,Technology,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,136000,11.82041016,39506,11083,108709,11.59642987,0.10195108,1,1,0,67,32,28,37
315,Magna International,2020,Motor Vehicles & Parts,High Risk,Non-Financial,Canada,Common-Law (Shareholder-Oriented),43294.6,10.67578319,1607402.45,14.29013005,71,91.41,77.35,50.6,74.1,86,70.5,95.6,98.8,79.2,63.3,72.2,71,77.4,56,84.3,67,48.3,61.7,91,81,74.5,77.2,74.5,71.7,79.5,81.6,87,70,69.1,64.9,54.2,58,57,87.7,82.3,69,165000,12.01370075,39431,1765,25790,10.1577421,0.068437379,1,1,0,26,8,30,21
316,State Power Investment,2020,Energy,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,123010,11.72002093,39407,179.5,171460,12.05210528,0.001046891,1,1,0, , , , 
317,General Dynamics,2020,Aerospace & Defense,High Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,102900,11.54151292,39350,3484,48841,10.7963254,0.071333511,1,1,0,20,13,30,22
318,SNCF Group,2020,Transportation,High Risk,Non-Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.57209611,2410285.65,14.69525583,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,276350,12.52942346,39308,-896.5,107809,11.58811642,-0.008315632,1,1,0, , , , 
319,Deere,2020,Industrials,High Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,73489,11.20489101,39258,3253,73011,11.19836539,0.04455493,0,0,0,45,41,38,41
320,Maersk Group,2020,Transportation,High Risk,Non-Financial,Denmark,Code Law (Stakeholder-Oriented),61063.3,11.01966631,327737.53,12.69996835,82.5,92.15,83.95,60.2,77.4,87.4,71.2,97.6,99.9,80.9,65.8,77.3,74.1,86.2,59,90.1,73.3,47.9,72,100,88,80.9,83.3,77.7,81.7,71,79,67,67,75.4,76,60.7,60.2,62.8,78.2,79.3,100,83512,11.33274561,39198,-84,55399,10.92231682,-0.001516273,1,0,0, , , , 
321,DZ Bank,2020,Financials,Low Risk,Financial,Germany,Code Law (Stakeholder-Oriented),46208.4,10.74091688,3434435.99,15.04936328,77.2,90.32,80.22,56.6,72.4,80.9,60.1,98.3,96.8,68.3,61.6,71.2,69,66.9,63.6,85.4,71,56.9,63.9,92.1,80,72,71.8,70.9,73.3,63.3,73,50,67,79,71,60,67.3,59,84.5,96.6,100,27560,10.22412073,39144,1894.9,627847,13.35005179,0.003018092,1,1,0, , , , 
322,Nike,2020,Apparel,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,76700,11.24765699,39117,4029,23717,10.07394737,0.169878146,0,0,0,44,24,27,30
323,Progressive,2020,Financials,Low Risk,Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,41571,10.63515809,39022,3970.3,54895,10.91317755,0.072325348,1,1,0,15,13,32,23
324,Suning.com Group,2020,Retailing,Low Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,117669,11.67563088,38971,1424.8,34003,10.43420403,0.041902185,1,1,0,17,16,12,14
325,Publix Super Markets,2020,Food & Drug Stores,High Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,207000,12.24047407,38463,3005.4,24507,10.10671407,0.122634349,1,1,1, , , , 
326,Caixa Econômica Federal,2020,Financials,Low Risk,Financial,Brazil,Code Law (Stakeholder-Oriented),6796.8,8.824207192,1749104.72,14.37461463,51.2,72.06,35.12,48.8,48.1,43,33.8,0,99.8,38.5,48.9,51.9,77,35.6,27.7,67.2,45.7,11.4,28.5,97.2,35,47.1,48.9,46.4,46,63.7,61.1,57,73,49.1,28,29.2,33.5,23.9,51.8,70.9,86.2,84066,11.33935748,38407,5339.1,321486,12.68070928,0.016607566,1,1,0, , , , 
327,Barclays,2020,Financials,Low Risk,Financial,United Kingdom,Common-Law (Shareholder-Oriented),41059.2,10.62277021,2891615.58,14.87732593,81.3,88.25,83.53,54.6,74.4,79.4,61.7,97.6,88.3,69.8,64.4,70.1,74,69.5,59.1,77.8,74,55.6,68.1,98.3,80,78.5,74.9,75.5,85,74.5,73.4,83,67,74.5,60.1,58.4,64.8,51.4,84.2,90.6,96.6,80800,11.29973224,38337,4177.9,1510233,14.2277745,0.002766394,0,0,0,96,79,74,78
328,CK Hutchison Holdings,2020,Retailing,Low Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,300000,12.61153775,38166,5083.7,155421,11.95389284,0.032709222,1,1,0,17,30,26,24
329,Tsingshan Holding Group,2020,Materials,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,70426,11.16231779,38012,825.9,10122,9.222466552,0.081594547,1,1,0, , , , 
330,George Weston,2020,Retailing,Low Risk,Non-Financial,Canada,Common-Law (Shareholder-Oriented),43294.6,10.67578319,1607402.45,14.29013005,71,91.41,77.35,50.6,74.1,86,70.5,95.6,98.8,79.2,63.3,72.2,71,77.4,56,84.3,67,48.3,61.7,91,81,74.5,77.2,74.5,71.7,79.5,81.6,87,70,69.1,64.9,54.2,58,57,87.7,82.3,69,194000,12.17561344,37765,182.4,36876,10.51531621,0.004946307,1,1,0,39,24,36,33
331,Enbridge,2020,Energy,High Risk,Non-Financial,Canada,Common-Law (Shareholder-Oriented),43294.6,10.67578319,1607402.45,14.29013005,71,91.41,77.35,50.6,74.1,86,70.5,95.6,98.8,79.2,63.3,72.2,71,77.4,56,84.3,67,48.3,61.7,91,81,74.5,77.2,74.5,71.7,79.5,81.6,87,70,69.1,64.9,54.2,58,57,87.7,82.3,69,11300,9.332558005,37735,4299.6,125921,11.74341001,0.034145218,0,0,0,79,51,67,63
332,China Aerospace Science & Industry,2020,Aerospace & Defense,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,147712,11.90301971,37604,1958.9,50065,10.82107744,0.039127135,1,0,0, , , , 
333,Vale,2020,Energy,High Risk,Non-Financial,Brazil,Code Law (Stakeholder-Oriented),6796.8,8.824207192,1749104.72,14.37461463,51.2,72.06,35.12,48.8,48.1,43,33.8,0,99.8,38.5,48.9,51.9,77,35.6,27.7,67.2,45.7,11.4,28.5,97.2,35,47.1,48.9,46.4,46,63.7,61.1,57,73,49.1,28,29.2,33.5,23.9,51.8,70.9,86.2,71149,11.17253155,37570,-1683,91713,11.42641941,-0.018350725,1,1,0,80,61,61,67
334,Meiji Yasuda Life Insurance,2020,Financials,Low Risk,Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559,4380756.53,15.29273199,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,43676,10.68455403,37466,1911.7,394318,12.88491297,0.004848118,1,1,1, , , , 
335,Coca-Cola,2020,"Food, Beverages & Tobacco",High Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,86200,11.36442546,37266,8920,86381,11.36652302,0.103263449,1,1,0,38,29,35,34
336,Massachusetts Mutual Life Insurance,2020,Financials,Low Risk,Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,9896,9.199885914,37253,3700.7,290731,12.58015372,0.012728949,1,1,0, , , , 
337,Tata Motors,2020,Motor Vehicles & Parts,High Risk,Non-Financial,India,Common-Law (Shareholder-Oriented),1927.7,7.564082861,2500132.19,14.73185416,27.6,58.81,45.85,40.9,56.8,56.8,55,90.8,26.3,53.4,46.8,51.9,48,54.8,50.3,54.3,66.4,51.8,51.8,95.5,41,47.8,56.9,57.4,29,74.2,62.5,73,87,69.7,58.6,55.9,58.9,60,66.4,87.3,89.7,77990,11.26433589,37242,-1702.5,42602,10.65965648,-0.039962913,1,1,0,58,53,51,54
338,Phoenix Group Holdings,2020,Financials,Low Risk,Financial,United Kingdom,Common-Law (Shareholder-Oriented),41059.2,10.62277021,2891615.58,14.87732593,81.3,88.25,83.53,54.6,74.4,79.4,61.7,97.6,88.3,69.8,64.4,70.1,74,69.5,59.1,77.8,74,55.6,68.1,98.3,80,78.5,74.9,75.5,85,74.5,73.4,83,67,74.5,60.1,58.4,64.8,51.4,84.2,90.6,96.6,4417,8.393216012,37215,108.5,321426,12.68052263,0.000337558,1,0,0,54,42,58,52
339,Mitsubishi Heavy Industries,2020,Industrials,High Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559,4380756.53,15.29273199,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,81631,11.30996437,37172,801.3,46134,10.73930548,0.017368969,1,1,1,84,65,73,74
340,ABB,2020,Industrials,High Risk,Non-Financial,Switzerland,Code Law (Stakeholder-Oriented),87097,11.37477772,740026.24,13.51444092,81.5,91.78,82.71,60.4,77.5,93.8,84.8,100,100,90.5,62.4,78.8,67.9,87,71,89.5,76,63.2,80.5,84.3,85,85.7,90.4,88.3,78.3,61.6,84.9,33,67,76.8,89.7,67.1,60.5,70.1,68.8,86.7,89.7,144400,11.88034251,37015,1439,46108,10.73874175,0.031209335,1,1,0,79,55,69,68
341,Tech Data,2020,Wholesalers,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,15000,9.61580548,36998,374.5,13269,9.493185767,0.028223679,1,1,1, , , , 
342,ING Group,2020,Financials,Low Risk,Financial,Netherlands,Code Law (Stakeholder-Oriented),52397.1,10.86660653,808007.36,13.60232645,75.3,90.57,91.25,53.9,78.6,90.1,78.3,99,99.8,83.2,64.1,81.1,77.4,87.3,68.1,91.4,77.1,56.6,75.7,98.9,82,88.3,84.8,85,95,67.9,86.6,47,70,78.1,78.3,62.5,65.5,64.2,83.5,82.3,100,55063,10.91623326,36990,4368.5,997275,13.81278184,0.004380437,1,1,0,82,41,48,50
343,Jiangxi Copper,2020,Energy,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,25333,10.13986317,36980,169.5,22646,10.02773851,0.007484766,1,1,0,14,11,20,15
344,J. Sainsbury,2020,Retailing,Low Risk,Non-Financial,United Kingdom,Common-Law (Shareholder-Oriented),41059.2,10.62277021,2891615.58,14.87732593,81.3,88.25,83.53,54.6,74.4,79.4,61.7,97.6,88.3,69.8,64.4,70.1,74,69.5,59.1,77.8,74,55.6,68.1,98.3,80,78.5,74.9,75.5,85,74.5,73.4,83,67,74.5,60.1,58.4,64.8,51.4,84.2,90.6,96.6,111900,11.62536089,36831,193.1,34667,10.4535435,0.005570139,1,1,1,43,19,29,30
345,World Fuel Services,2020,Wholesalers,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),635934,13.36285006,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,5500,8.612503371,36819,178.9,5992,8.698180525,0.029856475,1,1,0, , , , 
346,Power Corp. of Canada,2020,Financials,Low Risk,Financial,Canada,Common-Law (Shareholder-Oriented),43294.6,10.67578319,1607402.45,14.29013005,71,91.41,77.35,50.6,74.1,86,70.5,95.6,98.8,79.2,63.3,72.2,71,77.4,56,84.3,67,48.3,61.7,91,81,74.5,77.2,74.5,71.7,79.5,81.6,87,70,69.1,64.9,54.2,58,57,87.7,82.3,69,30600,10.32875529,36810,874.2,368078,12.81605015,0.00237504,1,1,0,65,22,34,35
347,Honeywell International,2020,Industrials,High Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,113000,11.6351431,36709,6143,58679,10.97983719,0.104688219,1,1,0,34,7,31,25
348,ConocoPhillips,2020,Energy,High Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,10400,9.249561085,36670,7189,70514,11.16356655,0.101951386,1,1,0,72,68,66,68
349,Mizuho Financial Group,2020,Financials,Low Risk,Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559,4380756.53,15.29273199,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,57264,10.95542743,36669,4125.8,1986297,14.50178266,0.002077131,1,1,1,96,74,59,69
350,Poste Italiane,2020,Transportation,High Risk,Non-Financial,Italy,Code Law (Stakeholder-Oriented),31714.2,10.36451981,1744731.95,14.37211149,71,86.56,66.58,51.7,58.6,77,45.1,99.3,99.3,64.1,55.1,55.6,73,50.4,24.1,75,45.3,17.6,22.8,95.5,52,68.3,56.3,60.2,88.3,58.1,57.2,57,60,57.1,31,28,36.1,20.6,89.2,84.1,82.8,126445,11.74756271,36667,1502,267413,12.49654956,0.00561678,1,1,1,94,78,84,83
351,Jiangsu Shagang Group,2020,Materials,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,46581,10.74894801,36488,717.5,41506,10.63359327,0.017286657,1,1,0, , , , 
352,China Aerospace Science & Technology,2020,Aerospace & Defense,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,177905,12.08900498,36209,2628.3,68555,11.13539162,0.03833856,0,0,0, , , , 
353,China Energy Engineering Group,2020,Engineering & Construction,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,122560,11.71635598,36111,395.3,61054,11.019514,0.006474596,0,0,0, , , , 
354,Yango Longking Group,2020,Real Estate,Low Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,26363,10.17971679,35909,614.1,60053,11.00298278,0.010225967,0,0,0, , , , 
355,USAA,2020,Financials,Low Risk,Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,35076,10.46527241,35617,4006.3,173733,12.06527492,0.023060098,0,0,0, , , , 
356,Fujitsu,2020,Technology,Low Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559,4380756.53,15.29273199,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,129609,11.7722775,35483,1472,29494,10.29194213,0.049908456,1,1,0,95,74,70,76
357,Credit Suisse Group,2020,Financials,Low Risk,Financial,Switzerland,Code Law (Stakeholder-Oriented),87097,11.37477772,740026.24,13.51444092,81.5,91.78,82.71,60.4,77.5,93.8,84.8,100,100,90.5,62.4,78.8,67.9,87,71,89.5,76,63.2,80.5,84.3,85,85.7,90.4,88.3,78.3,61.6,84.9,33,67,76.8,89.7,67.1,60.5,70.1,68.8,86.7,89.7,47860,10.77603536,35473,3402,762180,13.54393803,0.004463513,1,1,1,89,71,42,57
358,Bank of Nova Scotia,2020,Financials,Low Risk,Financial,Canada,Common-Law (Shareholder-Oriented),43294.6,10.67578319,1607402.45,14.29013005,71,91.41,77.35,50.6,74.1,86,70.5,95.6,98.8,79.2,63.3,72.2,71,77.4,56,84.3,67,48.3,61.7,91,81,74.5,77.2,74.5,71.7,79.5,81.6,87,70,69.1,64.9,54.2,58,57,87.7,82.3,69,101813,11.53089308,35101,6314,826481,13.62493221,0.007639619,1,1,0,83,78,79,79
359,Aisin Seiki,2020,Motor Vehicles & Parts,High Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559,4380756.53,15.29273199,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,119535,11.69136449,34810,221.3,36945,10.5171856,0.005989985,1,1,0,69,39,50,53
360,LyondellBasell Industries,2020,Chemicals,High Risk,Non-Financial,United Kingdom,Common-Law (Shareholder-Oriented),41059.2,10.62277021,2891615.58,14.87732593,81.3,88.25,83.53,54.6,74.4,79.4,61.7,97.6,88.3,69.8,64.4,70.1,74,69.5,59.1,77.8,74,55.6,68.1,98.3,80,78.5,74.9,75.5,85,74.5,73.4,83,67,74.5,60.1,58.4,64.8,51.4,84.2,90.6,96.6,19100,9.857443614,34727,3390,30435,10.32334854,0.111384919,1,1,0,30,27,33,30
361,CRRC Group,2020,Industrials,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,176348,12.08021459,34704,523.2,61803,11.03170719,0.008465608,1,1,0,15,22,21,20
